0.55	0.6437	0.0105972	0.1
0.65	0.694268	0.00940047	0.1
0.75	0.676772	0.00828522	0.1
0.85	0.580195	0.00666079	0.1
0.95	0.500509	0.00558042	0.1
1.05	0.405246	0.00377749	0.1
1.15	0.344781	0.00320228	0.1
1.25	0.265179	0.00237532	0.1
1.35	0.213684	0.00190809	0.1
1.45	0.170998	0.00151517	0.1
1.55	0.129528	0.00112879	0.1
1.65	0.100132	0.000863593	0.1
1.75	0.0772934	0.000667207	0.1
1.85	0.0592756	0.000507475	0.1
1.95	0.0453499	0.00039029	0.1
2.1	0.0307845	0.000188945	0.1
2.3	0.0174221	0.000107	0.1
2.5	0.0101265	6.33716e-05	0.1
2.7	0.0058408	3.7469e-05	0.1
2.9	0.00351179	2.36506e-05	0.1
3.25	0.00147722	7.30134e-06	0.11
3.75	0.000444425	2.91276e-06	0.11
4.25	0.000152222	1.47364e-06	0.11
4.75	5.87922e-05	9.04786e-07	0.11
5.25	2.05149e-05	8.66059e-07	0.14
5.75	1.06853e-05	6.82766e-07	0.14
