0.55	23.7843	0.214257	2.14059
0.65	15.1981	0.132629	1.36783
0.75	9.26003	0.078084	0.833403
0.85	6.18182	0.0531873	0.556364
0.95	4.15102	0.0359334	0.373592
1.05	2.73107	0.0231358	0.245796
1.15	1.83101	0.0152232	0.164791
1.25	1.25276	0.0103675	0.112748
1.35	0.882125	0.00730316	0.0793912
1.45	0.618089	0.00507914	0.055628
1.55	0.426986	0.00347008	0.0384287
1.65	0.306658	0.00250456	0.0275992
1.75	0.218353	0.00176923	0.0196518
1.85	0.154607	0.00124806	0.0139146
1.95	0.112742	0.000904757	0.0101468
2.1	0.0715072	0.0004105	0.00643565
2.3	0.0389636	0.000225331	0.00350672
2.5	0.0221022	0.000131997	0.0019892
2.7	0.0128975	8.19744e-05	0.00116077
2.9	0.00782897	5.49923e-05	0.000704607
3.25	0.00345184	1.92473e-05	0.000345184
3.75	0.0010971	9.33395e-06	0.00010971
4.25	0.000394557	5.45835e-06	3.94557e-05
4.75	0.000158603	3.55628e-06	1.58603e-05
5.25	7.08059e-05	4.57745e-06	9.91283e-06
5.75	3.07084e-05	3.36041e-06	4.29918e-06
